taxon_name,resprouting_binomial,seeding_binomial,min_maturity_primary,avg_maturity_primary,bin_maturity_primary,min_maturity_secondary,avg_maturity_secondary,resprouting_binomial_score,seeding_binomial_score,min_maturity_primary_score,avg_maturity_primary_score,bin_maturity_primary_score,min_maturity_secondary_score,avg_maturity_secondary_score,score_GM
Acacia filipes,FALSE,TRUE,NA,NA,2--3,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia fimbriata,FALSE,TRUE,4,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia flavescens,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Acacia flexifolia,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia floribunda,TRUE,TRUE,3,NA,5--20,2.61627907,2.5,0.2,0.2,0.2,NA,1,0.2,0.2,0.2615320972
Acacia frigescens,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia froggattii,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia fulva,FALSE,TRUE,3,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia galioides,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia galioides var. leioclada,NA,NA,NA,NA,2--3,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Acacia genistifolia,FALSE,TRUE,3,NA,1--5,NA,NA,1,0.2,0.2,NA,0.2,NA,NA,0.2990697562
Acacia georgensis,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia georginae,FALSE,FALSE,NA,NA,10--,NA,NA,1,1,NA,NA,1,NA,NA,1
Acacia gladiiformis,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia glandulicarpa,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia glaucoptera,FALSE,TRUE,NA,3,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Acacia gonocarpa,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Acacia gonophylla,FALSE,NA,NA,4,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Acacia gordonii,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Acacia gracilenta,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia granitica,FALSE,TRUE,5,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia gunnii,TRUE,TRUE,NA,NA,1--5,NA,2,0.2,0.2,NA,NA,0.2,NA,0.2,0.2
Acacia hakeoides,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia halliana,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia hammondii,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia handonis,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia harpophylla,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Acacia hastulata,FALSE,NA,NA,1.25,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Acacia havilandiorum,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia helicophylla,FALSE,TRUE,NA,NA,2--3,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia hemignosta,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia hemiteles,FALSE,TRUE,NA,3,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Acacia hemsleyi,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia hilliana,FALSE,TRUE,NA,NA,2--3,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia hispidula,FALSE,TRUE,1.182171,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia holosericea,FALSE,TRUE,NA,NA,2--3,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia homalophylla,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia horridula,FALSE,NA,NA,2,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Acacia howittii,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia huegelii,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia humifusa,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia hyaloneura,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia implexa,TRUE,TRUE,1,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia inaequilatera,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia incrassata,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Acacia incurva,FALSE,NA,NA,2.083333333,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Acacia incurvaneura,FALSE,NA,NA,NA,10--,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia infecunda,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia ingramii,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Acacia irrorata,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia irrorata subsp. irrorata,TRUE,TRUE,2.965116,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia irrorata subsp. velutinella,TRUE,NA,8,NA,5--20,NA,NA,0.2,NA,1,NA,1,NA,NA,0.5848035476
Acacia iteaphylla,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia ixiophylla,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia jasperensis,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia jennerae,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia jonesii,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Acacia juncifolia,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia juniperina,NA,NA,NA,NA,1--5,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2
Acacia kelleri,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia kempeana,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia kettlewelliae,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia kulnurensis,FALSE,TRUE,3,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia kybeanensis,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia kydrensis,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia laccata,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia lacertensis,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia lamprocarpa,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia lanigera,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia lanigera var. gracilipes,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia lanigera var. lanigera,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia lanigera var. whanii,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia laricina var. crassifolia,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia lasiocarpa,FALSE,TRUE,NA,3,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Acacia lasiocarpa var. bracteolata,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia lasiocarpa var. sedifolia,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Acacia lateriticola,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Acacia latescens,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia latifolia,TRUE,NA,NA,NA,2--3,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Acacia latipes,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Acacia latisepala,FALSE,TRUE,2,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia latzii,FALSE,NA,NA,NA,10--,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia leiocalyx,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia leiocalyx subsp. herveyensis,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Acacia leiocalyx subsp. leiocalyx,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia leprosa,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia leprosa var. graveolens,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia leprosa var. uninervia,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia leptocarpa,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia leptoclada,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia leptophleba,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia leptospermoides subsp. leptospermoides,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
Acacia leptostachya,FALSE,TRUE,NA,NA,1--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia leucoclada,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia ligulata,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia ligustrina,FALSE,NA,NA,3,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Acacia limbata,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia linarioides,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia linearifolia,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia lineata,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia lineolata,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia linifolia,FALSE,TRUE,1.085271,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia littorea,FALSE,TRUE,NA,2.75,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Acacia loderi,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia longifolia,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia longifolia subsp. longifolia,TRUE,TRUE,1.647287,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia longifolia subsp. sophorae,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia longissima,FALSE,NA,2.965116,NA,NA,NA,NA,1,NA,0.2,NA,NA,NA,NA,0.4472135955
Acacia lucasii,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia lunata,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Acacia lycopodiifolia,FALSE,TRUE,NA,NA,2--3,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia lysiphloia,TRUE,TRUE,NA,NA,2--3,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia mabellae,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia macdonnellensis,FALSE,NA,NA,NA,10--,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia macdonnellensis subsp. macdonnellensis,FALSE,TRUE,NA,NA,10--,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia macdonnellensis subsp. teretifolia,FALSE,NA,NA,NA,10--,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia macnuttiana,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia maconochieana,FALSE,NA,NA,NA,10--,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia maidenii,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia maitlandii,TRUE,FALSE,NA,NA,4--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Acacia mangium,TRUE,TRUE,NA,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,0.2
Acacia mariae,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia marramamba,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Acacia matthewii,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Acacia mearnsii,TRUE,TRUE,5,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia megalantha,TRUE,NA,NA,NA,2--3,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Acacia meiantha,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Acacia melanoxylon,TRUE,TRUE,5,NA,5--20,3,NA,0.2,0.2,0.2,NA,1,0.2,NA,0.2759459323
Acacia melleodora,TRUE,TRUE,NA,NA,2--3,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia melvillei,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia menzelii,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia merrallii,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia microbotrya,TRUE,TRUE,NA,4,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,0.2
Acacia microcarpa,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia mimula,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia minutifolia,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia minutissima,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia minyura,TRUE,TRUE,NA,NA,6--10,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia mitchellii,TRUE,TRUE,4,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Acacia moirii subsp. recurvistipula,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia montana,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia monticola,TRUE,TRUE,NA,NA,2--3,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia mooreana,FALSE,NA,NA,2.416666667,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Acacia mountfordiae,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia mucronata,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia mucronata subsp. longifolia,TRUE,NA,1,NA,5--20,1,NA,0.2,NA,0.2,NA,1,0.2,NA,0.2990697562
Acacia mulganeura,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Acacia multisiliqua,FALSE,TRUE,NA,NA,4--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia multispicata,FALSE,NA,NA,5,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1
Acacia multistipulosa,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia murrayana,TRUE,TRUE,3,NA,2--3,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Acacia mutabilis subsp. mutabilis,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia myrtifolia,TRUE,TRUE,2,1.75,5--20,NA,NA,0.2,0.2,0.2,0.2,1,NA,NA,0.2759459323
Acacia nanodealbata,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia nanopravissima,TRUE,FALSE,NA,NA,5--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Acacia neriifolia,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia nervosa,TRUE,TRUE,NA,2.083333333,NA,NA,NA,0.2,0.2,NA,0.2,NA,NA,NA,0.2
Acacia neurocarpa,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia notabilis,TRUE,NA,NA,NA,5--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia nuperrima,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia nyssophylla,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia obliquinervia,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia obovata,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Acacia obtusata,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia obtusifolia,TRUE,TRUE,4,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia octonervia,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
Acacia olgana,FALSE,NA,NA,NA,6--10,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia oligoneura,TRUE,TRUE,NA,NA,4--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia oncinocarpa,FALSE,TRUE,NA,NA,4--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia orthocarpa,FALSE,NA,NA,NA,4--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia orthotricha,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia oswaldii,TRUE,FALSE,NA,NA,4--5,NA,NA,0.2,1,NA,NA,0.2,NA,NA,0.3419951893
Acacia oxycedrus,TRUE,TRUE,2.635659,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia pachyacra,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Acacia paradoxa,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia paraneura,FALSE,FALSE,NA,NA,6--10,NA,NA,1,1,NA,NA,1,NA,NA,1
Acacia parramattensis,FALSE,TRUE,5,NA,5--20,NA,NA,1,0.2,0.2,NA,1,NA,NA,0.4472135955
Acacia parvipinnula,FALSE,NA,2.616279,NA,NA,NA,NA,1,NA,0.2,NA,NA,NA,NA,0.4472135955
Acacia pataczekii,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Acacia pellita,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia pendula,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia penninervis,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia penninervis var. longiracemosa,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia penninervis var. penninervis,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia pentadenia,FALSE,TRUE,NA,3.833333333,NA,NA,NA,1,0.2,NA,0.2,NA,NA,NA,0.3419951893
Acacia perryi,FALSE,NA,NA,NA,2--3,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia petraea,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia peuce,FALSE,NA,NA,NA,10--,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia phasmoides,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia phlebophylla,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia pickardii,TRUE,NA,NA,NA,10--,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia pilligaensis,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia platycarpa,TRUE,NA,NA,NA,4--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Acacia plectocarpa,FALSE,TRUE,NA,NA,6--10,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia plectocarpa subsp. plectocarpa,FALSE,NA,NA,NA,6--10,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia plectocarpa subsp. tanumbirinensis,FALSE,NA,NA,NA,6--10,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia podalyriifolia,FALSE,TRUE,2.403101,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia polybotrya,FALSE,NA,NA,NA,1--5,NA,NA,1,NA,NA,NA,0.2,NA,NA,0.4472135955
Acacia praelongata,TRUE,TRUE,NA,NA,6--10,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia praetermissa,TRUE,NA,NA,NA,4--5,NA,NA,0.2,NA,NA,NA,0.2,NA,NA,0.2
Acacia prainii,TRUE,NA,NA,NA,10--,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.4472135955
Acacia pravifolia,FALSE,TRUE,NA,NA,5--20,NA,NA,1,0.2,NA,NA,1,NA,NA,0.5848035476
Acacia pravissima,TRUE,TRUE,NA,NA,5--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia preissiana,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Acacia producta,FALSE,TRUE,NA,NA,2--3,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia proiantha,FALSE,TRUE,NA,NA,4--5,NA,NA,1,0.2,NA,NA,0.2,NA,NA,0.3419951893
Acacia prominens,FALSE,TRUE,3,NA,NA,NA,NA,1,0.2,0.2,NA,NA,NA,NA,0.3419951893
Acacia provincialis,FALSE,NA,NA,NA,5--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia pruinocarpa,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.5848035476
Acacia pruinosa,TRUE,TRUE,NA,NA,1--5,NA,NA,0.2,0.2,NA,NA,0.2,NA,NA,0.2
Acacia pubescens,TRUE,NA,3,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,0.2
Acacia pubifolia,FALSE,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
Acacia pulchella,FALSE,TRUE,NA,2,3--5,NA,NA,1,0.2,NA,0.2,0.2,NA,NA,0.2990697562
Acacia pulchella var. pulchella,FALSE,NA,NA,1.833333333,NA,NA,NA,1,NA,NA,0.2,NA,NA,NA,0.4472135955
Acacia purpureopetala,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia pycnantha,TRUE,TRUE,2,NA,5--20,NA,NA,0.2,0.2,0.2,NA,1,NA,NA,0.2990697562
Acacia pycnocephala,FALSE,TRUE,NA,NA,NA,NA,NA,1,0.2,NA,NA,NA,NA,NA,0.4472135955
Acacia pycnostachya,TRUE,NA,5,NA,NA,NA,NA,0.2,NA,0.2,NA,NA,NA,NA,0.2
Acacia quadrilateralis,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,0.2
Acacia ramulosa,FALSE,NA,NA,NA,6--10,NA,NA,1,NA,NA,NA,1,NA,NA,1
Acacia ramulosa var. ramulosa,TRUE,TRUE,NA,NA,6--10,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.3419951893
Acacia resinistipulea,NA,TRUE,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,0.2
