taxon_name,resprouting_binomial,seeding_binomial,avg_maturity_primary,avg_maturity_secondary,bin_maturity_primary,min_maturity_primary,min_maturity_secondary,resprouting_binomial_score,seeding_binomial_score,avg_maturity_primary_score,avg_maturity_secondary_score,bin_maturity_primary_score,min_maturity_primary_score,min_maturity_secondary_score,score_GM
Eucalyptus koolpinensis,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus leucophloia subsp. euroa,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus minniritchi,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus normantonensis,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus odontocarpa,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus oxymitra,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus pachyphylla,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus phoenicea,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus sessilis,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus socialis subsp. eucentrica,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus tectifica,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus thozetiana,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus tintinnans,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus trivalva,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Eucalyptus victrix,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Ficus brachypoda,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Ganophyllum falcatum,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Gardenia faucicola,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Gardenia fucata,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Gardenia resinosa,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Hakea divaricata,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Hakea macrocarpa,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Lophostemon lactifluus,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Macrozamia macdonnellii,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Miliusa brahei,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Miliusa traceyi,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Monoon australe,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Myristica insipida,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Planchonella arnhemica,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Psydrax latifolia,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Psydrax suaveolens,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Stenocarpus acacioides,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Stenocarpus verticis,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Terminalia carpentariae,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Uvaria glabra,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Uvaria rupestre,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Xanthostemon eucalyptoides,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Xanthostemon paradoxus,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Xanthostemon psidioides,TRUE,FALSE,NA,NA,10--,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Acacia ayersiana,FALSE,TRUE,NA,NA,10--,NA,NA,1,0.2,NA,NA,1,NA,NA,0.584803548
Acacia macdonnellensis subsp. macdonnellensis,FALSE,TRUE,NA,NA,10--,NA,NA,1,0.2,NA,NA,1,NA,NA,0.584803548
Callitris glaucophylla,FALSE,TRUE,NA,NA,10--,NA,NA,1,0.2,NA,NA,1,NA,NA,0.584803548
Acacia cambagei,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Acacia shirleyi,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Adansonia gregorii,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Bauhinia cunninghamii,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Bombax ceiba,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Buchanania obovata,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Canarium australianum,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Corymbia aparrerinja,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Corymbia bella,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Corymbia bleeseri,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Corymbia flavescens,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Erythrophleum chlorostachys,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Erythroxylum ellipticum,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Eucalyptus miniata,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Eucalyptus tetrodonta,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Ficus platypoda,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Gardenia megasperma,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Geijera salicifolia,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Hakea eyreana,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Huberantha nitidissima,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Hydriastele ramsayi,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Livistona humilis,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Livistona inermis,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Melaleuca bracteata,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Millettia pinnata,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Owenia vernicosa,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Pittosporum angustifolium,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Sersalisia sericea,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Vachellia sutherlandii,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Ventilago viminalis,TRUE,TRUE,NA,NA,10--,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Aglaia ferruginea,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Alangium villosum subsp. polyosmoides,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Archidendron vaillantii,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Atractocarpus hirtus,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Atractocarpus merikin,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Austrobaileya scandens,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Austromatthaea elegans,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Bubbia semecarpoides,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Canarium muelleri,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Cinnamomum laubatii,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Cissus vinosa,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Citronella smythii,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Cnesmocarpon dasyantha,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Corynocarpus cribbianus,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Cryptocarya grandis,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Cryptocarya pleurosperma,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Daphnandra repandula,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Diospyros pluviatilis,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Diploglottis bracteata,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Doryphora aromatica,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Erythroxylum sp. Brewer LA (B.Hyland 13373),NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Franciscodendron laurifolium,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Freycinetia scandens,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Gossia dallachiana,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Irvingbaileya australis,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Mackinlaya confusa,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Neisosperma poweri,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Niemeyera prunifera,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Piper hederaceum var. hederaceum,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Polyalthia hispida,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Prunus turneriana,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Pseuduvaria villosa,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Psychotria sp. Mt Lewis (V.K.Moriarty 2445),NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Psychotria sp. Utchee Creek (H.Flecker NQNC5313),NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Pullea stutzeri,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Sloanea australis subsp. parviflora,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Sloanea macbrydei,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Steganthera laxiflora subsp. laxiflora,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Stenocarpus reticulatus,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Symplocos hayesii,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Symplocos paucistaminea,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Syzygium cryptophlebium,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Syzygium johnsonii,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Uvaria topazensis,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Wilkiea cordata,NA,NA,NA,NA,10--20,NA,NA,NA,NA,NA,NA,1,NA,NA,1
Endiandra wolfei,FALSE,NA,NA,NA,10--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Freycinetia excelsa,FALSE,NA,NA,NA,10--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Myristica globosa subsp. muelleri,FALSE,NA,NA,NA,10--20,NA,NA,1,NA,NA,NA,1,NA,NA,1
Angiopteris evecta,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Antirhea tenuiflora,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Cardwellia sublimis,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Castanospermum australe,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Castanospora alphandii,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Connarus conchocarpus subsp. conchocarpus,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Cryptocarya murrayi,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Dysoxylum oppositifolium,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Dysoxylum papuanum,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Faradaya splendida,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Hippocratea barbata,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Litsea bindoniana,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Pilidiostigma tetramerum,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Planchonella myrsinodendron,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Pleioluma xerocarpa,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Rhysotoechia robertsonii,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Sloanea langii,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Syzygium cormiflorum,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Toechima erythrocarpum,TRUE,NA,NA,NA,10--20,NA,NA,0.2,NA,NA,NA,1,NA,NA,0.447213595
Citronella moorei,TRUE,FALSE,NA,NA,10--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Hymenosporum flavum,TRUE,FALSE,NA,NA,10--20,NA,NA,0.2,1,NA,NA,1,NA,NA,0.584803548
Cryptocarya mackinnoniana,TRUE,TRUE,NA,NA,10--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Litsea leefeana,TRUE,TRUE,NA,NA,10--20,NA,NA,0.2,0.2,NA,NA,1,NA,NA,0.341995189
Caesia parviflora var. parviflora,TRUE,NA,NA,1,1--5,NA,NA,0.2,NA,NA,0.2,0.2,NA,NA,0.2
Deyeuxia decipiens,TRUE,NA,NA,1,1--5,NA,NA,0.2,NA,NA,0.2,0.2,NA,NA,0.2
Hierochloe redolens,TRUE,NA,NA,1,1--5,NA,NA,0.2,NA,NA,0.2,0.2,NA,NA,0.2
Podolepis hieracioides,TRUE,NA,NA,1,1--5,NA,NA,0.2,NA,NA,0.2,0.2,NA,NA,0.2
Veronica calycina,TRUE,NA,NA,1,1--5,NA,NA,0.2,NA,NA,0.2,0.2,NA,NA,0.2
Baeckea utilis,TRUE,FALSE,NA,1,1--5,NA,NA,0.2,1,NA,0.2,0.2,NA,NA,0.299069756
Drosera glanduligera,TRUE,TRUE,NA,1,1--5,NA,NA,0.2,0.2,NA,0.2,0.2,NA,NA,0.2
Helichrysum leucopsideum,TRUE,TRUE,NA,1,1--5,NA,NA,0.2,0.2,NA,0.2,0.2,NA,NA,0.2
Hibbertia aspera subsp. aspera,TRUE,TRUE,NA,1,1--5,NA,NA,0.2,0.2,NA,0.2,0.2,NA,NA,0.2
Leucopogon muticus,TRUE,TRUE,NA,1,1--5,NA,NA,0.2,0.2,NA,0.2,0.2,NA,NA,0.2
Poa hookeri,TRUE,TRUE,NA,1,1--5,NA,NA,0.2,0.2,NA,0.2,0.2,NA,NA,0.2
Pyrorchis nigricans,TRUE,TRUE,NA,1,1--5,NA,NA,0.2,0.2,NA,0.2,0.2,NA,NA,0.2
Thelymitra flexuosa,TRUE,TRUE,NA,1,1--5,NA,NA,0.2,0.2,NA,0.2,0.2,NA,NA,0.2
Cryptostylis subulata,TRUE,NA,NA,2,1--5,NA,NA,0.2,NA,NA,0.2,0.2,NA,NA,0.2
Acacia gunnii,TRUE,TRUE,NA,2,1--5,NA,NA,0.2,0.2,NA,0.2,0.2,NA,NA,0.2
Hibbertia incana,TRUE,TRUE,NA,2,1--5,NA,NA,0.2,0.2,NA,0.2,0.2,NA,NA,0.2
Austrostipa flavescens,TRUE,NA,0.5,NA,1--5,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,0.2
Arthropodium fimbriatum,TRUE,NA,0.916666667,NA,1--5,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,0.2
Epilobium billardiereanum subsp. intermedium,FALSE,NA,1,NA,1--5,NA,NA,1,NA,0.2,NA,0.2,NA,NA,0.341995189
Xanthosia atkinsoniana,TRUE,NA,1,NA,1--5,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,0.2
Acacia cochlearis,TRUE,NA,2,NA,1--5,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,0.2
Scaevola crassifolia,FALSE,NA,2.5,NA,1--5,NA,NA,1,NA,0.2,NA,0.2,NA,NA,0.341995189
Samolus repens,TRUE,NA,2.5,NA,1--5,NA,NA,0.2,NA,0.2,NA,0.2,NA,NA,0.2
Muehlenbeckia adpressa,TRUE,TRUE,2.5,NA,1--5,NA,NA,0.2,0.2,0.2,NA,0.2,NA,NA,0.2
Melaleuca acuminata,FALSE,TRUE,4,NA,1--5,NA,NA,1,0.2,0.2,NA,0.2,NA,NA,0.299069756
