original_name,aligned_name,accepted_name,suggested_name,genus,taxon_rank,taxonomic_dataset,taxonomic_status,scientific_name_authorship,aligned_reason,update_reason,number_of_collapsed_taxa
Oxylobium aciculiferum,Oxylobium aciculiferum,Podolobium aciculiferum,Podolobium aciculiferum,Podolobium,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Oxylobium ellipticum,Oxylobium ellipticum,Oxylobium ellipticum,Oxylobium ellipticum,Oxylobium,species,APC,accepted,(Vent.) R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Oxylobium ilicifolium,Oxylobium ilicifolium,Podolobium ilicifolium,Podolobium ilicifolium,Podolobium,species,APC,accepted,(Andrews) Crisp & P.H.Weston,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Ozothamnus cupressoides,Ozothamnus cupressoides,Ozothamnus cupressoides,Ozothamnus cupressoides,Ozothamnus,species,APC,accepted,Puttock & D.J.Ohlsen,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Ozothamnus diosmifolius,Ozothamnus diosmifolius,Ozothamnus diosmifolius,Ozothamnus diosmifolius,Ozothamnus,species,APC,accepted,(Vent.) DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Ozothamnus ferrugineus,Ozothamnus ferrugineus,Ozothamnus ferrugineus,Ozothamnus ferrugineus,Ozothamnus,species,APC,accepted,(Labill.) Sweet,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Ozothamnus hookeri,Ozothamnus hookeri,Ozothamnus hookeri,Ozothamnus hookeri,Ozothamnus,species,APC,accepted,Sond.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Ozothamnus obcordatus,Ozothamnus obcordatus,Ozothamnus obcordatus,Ozothamnus obcordatus,Ozothamnus,species,APC,accepted,DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Ozothamnus thyrsoideus,Ozothamnus thyrsoideus,Ozothamnus thyrsoideus,Ozothamnus thyrsoideus,Ozothamnus,species,APC,accepted,DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Parkinsonia,Parkinsonia sp. [Parkinsonia],NA,Parkinsonia sp. [Parkinsonia],Parkinsonia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Passiflora,Passiflora sp. [Passiflora],NA,Passiflora sp. [Passiflora],Passiflora,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Patersonia,Patersonia sp. [Patersonia],NA,Patersonia sp. [Patersonia],Patersonia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Patersonia occidentalis,Patersonia occidentalis,Patersonia occidentalis,Patersonia occidentalis,Patersonia,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pentachondra pumila,Pentachondra pumila,Pentachondra pumila,Pentachondra pumila,Pentachondra,species,APC,accepted,(J.R.Forst. & G.Forst.) R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Persoonia,Persoonia sp. [Persoonia],NA,Persoonia sp. [Persoonia],Persoonia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Persoonia acerosa x Persoonia levis,Persoonia acerosa x Persoonia levis,Persoonia acerosa x Persoonia levis,Persoonia acerosa x Persoonia levis,Persoonia,species,APC,accepted,Sieber ex Schult. & Schult.f. x Persoonia levis (Cav.) Domin,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Persoonia lanceolata,Persoonia lanceolata,Persoonia lanceolata,Persoonia lanceolata,Persoonia,species,APC,accepted,Andrews,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Persoonia mollis var. livens,Persoonia mollis subsp. livens,Persoonia mollis subsp. livens,Persoonia mollis subsp. livens,Persoonia,subspecies,APC,accepted,S.Krauss & L.A.S.Johnson,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Persoonia mollis var. revoluta,Persoonia mollis subsp. revoluta,Persoonia mollis subsp. revoluta,Persoonia mollis subsp. revoluta,Persoonia,subspecies,APC,accepted,S.Krauss & L.A.S.Johnson,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Persoonia saundersiana,Persoonia saundersiana,Persoonia saundersiana,Persoonia saundersiana,Persoonia,species,APC,accepted,Kippist,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Persoonia teretifolia,Persoonia teretifolia,Persoonia teretifolia,Persoonia teretifolia,Persoonia,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Persoonia virgata,Persoonia virgata,Persoonia virgata,Persoonia virgata,Persoonia,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Petalostylis,Petalostylis sp. [Petalostylis],NA,Petalostylis sp. [Petalostylis],Petalostylis,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Phebalium,Phebalium sp. [Phebalium],NA,Phebalium sp. [Phebalium],Phebalium,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Phebalium ovatifolium,Phebalium ovatifolium,Nematolepis ovatifolia,Nematolepis ovatifolia,Nematolepis,species,APC,accepted,(F.Muell.) Paul G.Wilson,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Phebalium squamulosum,Phebalium squamulosum,Phebalium squamulosum,Phebalium squamulosum,Phebalium,species,APC,accepted,Vent.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Philotheca,Philotheca sp. [Philotheca],NA,Philotheca sp. [Philotheca],Philotheca,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Philotheca spicata,Philotheca spicata,Philotheca spicata,Philotheca spicata,Philotheca,species,APC,accepted,(A.Rich.) Paul G.Wilson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Phyllota grandiflora,Phyllota grandiflora,Phyllota grandiflora,Phyllota grandiflora,Phyllota,species,APC,accepted,Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Phyllota phylicoides,Phyllota phylicoides,Phyllota phylicoides,Phyllota phylicoides,Phyllota,species,APC,accepted,(Sieber ex DC.) Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Physalis peruviana,Physalis peruviana,Physalis peruviana,Physalis peruviana,Physalis,species,APC,accepted,L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Physalis perviana,Physalis peruviana,Physalis peruviana,Physalis peruviana,Physalis,species,APC,accepted,L.,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Physopsis viscida,Physopsis viscida,Physopsis viscida,Physopsis viscida,Physopsis,species,APC,accepted,(E.Pritz.) Rye,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pimelea,Pimelea sp. [Pimelea],NA,Pimelea sp. [Pimelea],Pimelea,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Pimelea axiflora,Pimelea axiflora,Pimelea axiflora,Pimelea axiflora,Pimelea,species,APC,accepted,F.Muell. ex Meisn.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pimelea ligustrina,Pimelea ligustrina,Pimelea ligustrina,Pimelea ligustrina,Pimelea,species,APC,accepted,Labill.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pinus,Pinus sp. [Pinus],NA,Pinus sp. [Pinus],Pinus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Pinus patula,Pinus patula,Pinus patula,Pinus patula,Pinus,species,APC,accepted,Schiede ex Schltdl. & Cham.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pinus radiata,Pinus radiata,Pinus radiata,Pinus radiata,Pinus,species,APC,accepted,D.Don,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pisum sativum,Pisum sativum,Pisum sativum,Pisum sativum,Pisum,species,APC,accepted,L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pittosporaceae,Pittosporaceae sp. [Pittosporaceae],NA,Pittosporaceae sp. [Pittosporaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-04),NA,NA
Pityrodia augustensis,Pityrodia augustensis,Pityrodia augustensis,Pityrodia augustensis,Pityrodia,species,APC,accepted,Munir,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Planchonia careya,Planchonia careya,Planchonia careya,Planchonia careya,Planchonia,species,APC,accepted,(F.Muell.) R.Knuth,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Platylobium,Platylobium sp. [Platylobium],NA,Platylobium sp. [Platylobium],Platylobium,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Pleiogynium cerasiferum,Pleiogynium cerasiferum,Pleiogynium timoriense,Pleiogynium timoriense,Pleiogynium,species,APC,accepted,(DC.) Leenh.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
Poa,Poa sp. [Poa],NA,Poa sp. [Poa],Poa,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Poa costiniana,Poa costiniana,Poa costiniana,Poa costiniana,Poa,species,APC,accepted,Vickery,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Poa hiemata,Poa hiemata,Poa hiemata,Poa hiemata,Poa,species,APC,accepted,Vickery,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Poa labillardierei,Poa labillardierei,Poa labillardierei,Poa labillardierei,Poa,species,APC,accepted,Steud.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Poaceae,Poaceae sp. [Poaceae],NA,Poaceae sp. [Poaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-04),NA,NA
Podocarpus elatus,Podocarpus elatus,Podocarpus elatus,Podocarpus elatus,Podocarpus,species,APC,accepted,R.Br. ex Endl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Podolepis,Podolepis sp. [Podolepis],NA,Podolepis sp. [Podolepis],Podolepis,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Podolepis canescens,Podolepis canescens,Podolepis canescens,Podolepis canescens [alternative possible names: Podolepis aristata subsp. affinis (pro parte misapplied) | Podolepis rugata subsp. rugata (pro parte misapplied) | Podolepis aristata subsp. affinis (misapplied) | Podolepis aristata subsp. auriculata (misapplied)],Podolepis,species,APC,accepted,A.Cunn. ex DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Podolepis neglecta,Podolepis neglecta,Podolepis neglecta,Podolepis neglecta,Podolepis,species,APC,accepted,G.L.Davis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Podolepis robusta,Podolepis robusta,Podolepis robusta,Podolepis robusta,Podolepis,species,APC,accepted,(Maiden & Betche) J.H.Willis,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Podolobium alpestre,Podolobium alpestre,Podolobium alpestre,Podolobium alpestre,Podolobium,species,APC,accepted,(F.Muell.) Crisp & P.H.Weston,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pomatocalpa macphersonii,Pomatocalpa macphersonii,Pomatocalpa macphersonii,Pomatocalpa macphersonii,Pomatocalpa,species,APC,accepted,(F.Muell.) T.E.Hunt,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pongamia,Pongamia sp. [Pongamia],NA,Pongamia sp. [Pongamia],Millettia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-known genus (2023-09-04),NA,NA
Pongamia pinnata,Pongamia pinnata,Millettia pinnata,Millettia pinnata,Millettia,species,APC,accepted,(L.) Panigrahi,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Portulaceae,Portulaca sp. [Portulaceae],NA,Portulaca sp. [Portulaceae],Portulaca,genus,APC,genus accepted,NA,Fuzzy match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Prasophyllum alpinum,Prasophyllum alpinum,Prasophyllum alpinum,Prasophyllum alpinum [alternative possible names: Prasophyllum sylvestre (pro parte misapplied) | Prasophyllum tadgellianum (pro parte misapplied) | Prasophyllum tadgellianum (misapplied)],Prasophyllum,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,1
Prasophyllum fimbria,Prasophyllum fimbria,Prasophyllum fimbria,Prasophyllum fimbria,Prasophyllum,species,APC,accepted,Rchb.f.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Prostanthera cuneata,Prostanthera cuneata,Prostanthera cuneata,Prostanthera cuneata,Prostanthera,species,APC,accepted,Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Prostanthera cuneata,Prostanthera cuneata,Prostanthera cuneata,Prostanthera cuneata,Prostanthera,species,APC,accepted,Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Prostanthera lasianthos,Prostanthera lasianthos,Prostanthera lasianthos,Prostanthera lasianthos,Prostanthera,species,APC,accepted,Labill.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Proteaceae,Proteaceae sp. [Proteaceae],NA,Proteaceae sp. [Proteaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-04),NA,NA
Prunus,Prunus sp. [Prunus],NA,Prunus sp. [Prunus],Prunus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Psoralea patens,Psoralea patens,Cullen patens,Cullen patens [alternative possible names: Cullen australasicum (pro parte misapplied) | Cullen australasicum (misapplied)],Cullen,species,APC,accepted,(Lindl.) J.W.Grimes,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,1
Psydrax odorata,Psydrax odorata,Psydrax odorata,Psydrax odorata,Psydrax,species,APC,accepted,(G.Forst.) A.C.Sm. & S.P.Darwin,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pterophylla racemosa,Petrophylla sp. [Pterophylla racemosa],NA,Petrophylla sp. [Pterophylla racemosa],Petrophile,genus,APC,genus accepted,NA,Fuzzy match of the first word of the taxon name to an APC-known genus (2023-09-04),NA,NA
Ptilotus,Ptilotus sp. [Ptilotus],NA,Ptilotus sp. [Ptilotus],Ptilotus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Pultenaea,Pultenaea sp. [Pultenaea],NA,Pultenaea sp. [Pultenaea],Pultenaea,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Pultenaea acerosa,Pultenaea acerosa,Pultenaea acerosa,Pultenaea acerosa,Pultenaea,species,APC,accepted,R.Br. ex Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea blakelyi,Pultenaea blakelyi,Pultenaea blakelyi,Pultenaea blakelyi,Pultenaea,species,APC,accepted,Joy Thomps.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea daphnoides,Pultenaea daphnoides,Pultenaea daphnoides,Pultenaea daphnoides,Pultenaea,species,APC,accepted,J.C.Wendl.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea elliptica,Pultenaea elliptica,Pultenaea tuberculata,Pultenaea tuberculata,Pultenaea,species,APC,accepted,Pers.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
Pultenaea ferruginea,Pultenaea ferruginea,Pultenaea ferruginea,Pultenaea ferruginea,Pultenaea,species,APC,accepted,Rudge,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea flexilis,Pultenaea flexilis,Pultenaea flexilis,Pultenaea flexilis,Pultenaea,species,APC,accepted,Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea glabra,Pultenaea glabra,Pultenaea glabra,Pultenaea glabra,Pultenaea,species,APC,accepted,Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea largiflorens,Pultenaea largiflorens,Pultenaea largiflorens,Pultenaea largiflorens,Pultenaea,species,APC,accepted,F.Muell. ex Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea microphylla,Pultenaea microphylla,Pultenaea microphylla,Pultenaea microphylla,Pultenaea,species,APC,accepted,Sieber ex DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea stipularis,Pultenaea stipularis,Pultenaea stipularis,Pultenaea stipularis,Pultenaea,species,APC,accepted,Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea subternata,Pultenaea subternata,Pultenaea subternata,Pultenaea subternata,Pultenaea,species,APC,accepted,H.B.Will.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea tenella,Pultenaea tenella,Pultenaea tenella,Pultenaea tenella,Pultenaea,species,APC,accepted,Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea tuberculata,Pultenaea tuberculata,Pultenaea tuberculata,Pultenaea tuberculata,Pultenaea,species,APC,accepted,Pers.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Pultenaea villosa,Pultenaea villosa,Pultenaea villosa,Pultenaea villosa,Pultenaea,species,APC,accepted,Willd.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Ranunculus victoriensis,Ranunculus victoriensis,Ranunculus victoriensis,Ranunculus victoriensis,Ranunculus,species,APC,accepted,B.G.Briggs,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Rapanea variabilis,Rapanea variabilis,Myrsine variabilis,Myrsine variabilis,Myrsine,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),nomenclatural synonym,NA
Rapistrum rugosum,Rapistrum rugosum,Rapistrum rugosum,Rapistrum rugosum,Rapistrum,species,APC,accepted,(L.) All.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Rhadinothamnus anceps,Rhadinothamnus anceps,Rhadinothamnus anceps,Rhadinothamnus anceps,Rhadinothamnus,species,APC,accepted,(DC.) Paul G.Wilson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Rhodanthe anthemoides,Rhodanthe anthemoides,Rhodanthe anthemoides,Rhodanthe anthemoides,Rhodanthe,species,APC,accepted,(Sieber ex Spreng.) Paul G.Wilson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Rhodanthe charsleyae,Rhodanthe charsleyae,Rhodanthe charsleyae,Rhodanthe charsleyae,Rhodanthe,species,APC,accepted,(F.Muell.) Paul G.Wilson,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Rhodomyrtus,Rhodomyrtus sp. [Rhodomyrtus],NA,Rhodomyrtus sp. [Rhodomyrtus],Rhodomyrtus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Rhodomyrtus psidioides,Rhodomyrtus psidioides,Rhodomyrtus psidioides,Rhodomyrtus psidioides,Rhodomyrtus,species,APC,accepted,(G.Don) Benth.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Richea continentis,Richea continentis,Richea continentis,Richea continentis,Richea,species,APC,accepted,B.L.Burtt,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Rubus,Rubus sp. [Rubus],NA,Rubus sp. [Rubus],Rubus,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Rubus fruticosus,Rubus fruticosus,Rubus anglocandicans,Rubus anglocandicans [alternative possible names: Rubus erythrops (pro parte misapplied) | Rubus laciniatus (pro parte misapplied) | Rubus leucostachys (pro parte misapplied) | Rubus phaeocarpus (pro parte misapplied) | Rubus riddelsdellii (pro parte misapplied) | Rubus rubritinctus (pro parte misapplied) | Rubus ulmifolius var. ulmifolius (pro parte misapplied) | Rubus anglocandicans (misapplied) | Rubus laudatus (misapplied)],Rubus,species,APC,accepted,A.Newton,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),pro parte misapplied,1
Rubus hillii,Rubus hillii,Rubus moluccanus var. moluccanus,Rubus moluccanus var. moluccanus,Rubus,species,APC,accepted,NA,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
Rubus moorei,Rubus moorei,Rubus moorei,Rubus moorei,Rubus,species,APC,accepted,F.Muell.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Rubus parvifolius,Rubus parvifolius,Rubus parvifolius,Rubus parvifolius,Rubus,species,APC,accepted,L.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Rubus rosifolius,Rubus rosifolius,Rubus rosifolius,Rubus rosifolius,Rubus,species,APC,accepted,Sm.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Rutaceae,Rutaceae sp. [Rutaceae],NA,Rutaceae sp. [Rutaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-04),NA,NA
Salpichroa,Salpichroa sp. [Salpichroa],NA,Salpichroa sp. [Salpichroa],Salpichroa,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Samanea,Samanea sp. [Samanea],NA,Samanea sp. [Samanea],Samanea,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Sannantha virgata,Sannantha virgata,NA,Sannantha virgata,Sannantha,species,APC,excluded,NA,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),excluded,NA
Santalum acuminatum,Santalum acuminatum,Santalum acuminatum,Santalum acuminatum,Santalum,species,APC,accepted,(R.Br.) A.DC.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Sapindaceae,Sapindaceae sp. [Sapindaceae],NA,Sapindaceae sp. [Sapindaceae],NA,family,APC,family accepted,NA,Exact match of the first word of the taxon name to an APC-accepted family (2023-09-04),NA,NA
Sarcochilus moorei,Sarcochilus moorei,NA,Thrixspermum moorei,Thrixspermum,species,APC,taxonomic synonym,NA,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-04),taxonomic synonym,NA
Sarcopteryx reticulata,Sarcopteryx reticulata,Sarcopteryx reticulata,Sarcopteryx reticulata,Sarcopteryx,species,APC,accepted,S.T.Reynolds,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Scaevola,Scaevola sp. [Scaevola],NA,Scaevola sp. [Scaevola],Scaevola,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Scaevola spinescens,Scaevola spinescens,Scaevola spinescens,Scaevola spinescens,Scaevola,species,APC,accepted,R.Br.,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Schizomeria ovata,Schizomeria ovata,Schizomeria ovata,Schizomeria ovata,Schizomeria,species,APC,accepted,D.Don,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Schoenia cassiniana,Schoenia cassiniana,Schoenia cassiniana,Schoenia cassiniana,Schoenia,species,APC,accepted,(Gaudich.) Steetz,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-04),aligned name accepted by APC,NA
Scholtzia,Scholtzia sp. [Scholtzia],NA,Scholtzia sp. [Scholtzia],Scholtzia,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
Scleria,Scleria sp. [Scleria],NA,Scleria sp. [Scleria],Scleria,genus,APC,genus accepted,NA,Exact match of the first word of the taxon name to an APC-accepted genus (2023-09-04),NA,NA
